CasoIndex,Etiqueta,Valor,Raw,Quality
13,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
13,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
13,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
13,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
13,Estado de la asignación,VIGENTE,VIGENTE,OK
13,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
13,Estado del caso,ACTIVO,ACTIVO,OK
13,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
13,Calidad_1,DENUNCIANTE,,
13,Documento_1,CEDULA DE CIUDADANIA,,
13,Número documento_1,7778347478,,
13,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
13,Departamento de notificación_1,,,
13,Municipio de notificación_1,,,
13,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
13,Teléfono de notificación_1,3997382816,,
13,Teléfono móvil_1,377788992,,
13,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
13,Teléfono Oficina_1,6014569977,,
13,Calidad_2,INDICIADO,,
13,Documento_2,CEDULA DE CIUDADANIA,,
13,Número documento_2,8888738290,,
13,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
13,Departamento de notificación_2,,,
13,Municipio de notificación_2,,,
13,Dirección de notificación_2,CARRERA 78 No. 45-28,,
13,Teléfono de notificación_2,6043280987,,
13,Teléfono móvil_2,3225506549,,
13,Correo Electrónico_2,sssss@hotmail.com,,
13,Teléfono Oficina_2,6012347849,,
13,Calidad_3,TESTIGO,,
13,Documento_3,CEDULA DE CIUDADANIA,,
13,Número documento_3,4444770387,,
13,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
13,Departamento de notificación_3,,,
13,Municipio de notificación_3,,,
13,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
13,Teléfono de notificación_3,6136783425,,
13,Teléfono móvil_3,366634896,,
13,Correo Electrónico_3,zzzz@sert.com.co,,
13,Teléfono Oficina_3,602765893,,
13,Calidad_4,VICTIMA,,
13,Documento_4,CEDULA DE CIUDADANIA,,
13,Número documento_4,3338347478,,
13,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
13,Departamento de notificación_4,,,
13,Municipio de notificación_4,,,
13,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
13,Teléfono de notificación_4,3557382816,,
13,Teléfono móvil_4,389788992,,
13,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
13,Teléfono Oficina_4,6014569999,,
13,Calidad_5,,,
13,Documento_5,,,
13,Número documento_5,,,
13,Nombre_5,,,
13,Departamento de notificación_5,,,
13,Municipio de notificación_5,,,
13,Dirección de notificación_5,,,
13,Teléfono de notificación_5,,,
13,Teléfono móvil_5,,,
13,Correo Electrónico_5,,,
13,Teléfono Oficina_5,,,
13,Calidad_6,,,
13,Documento_6,,,
13,Número documento_6,,,
13,Nombre_6,,,
13,Departamento de notificación_6,,,
13,Municipio de notificación_6,,,
13,Dirección de notificación_6,,,
13,Teléfono de notificación_6,,,
13,Teléfono móvil_6,,,
13,Correo Electrónico_6,,,
13,Teléfono Oficina_6,,,
13,Calidad_7,,,
13,Documento_7,,,
13,Número documento_7,,,
13,Nombre_7,,,
13,Departamento de notificación_7,,,
13,Municipio de notificación_7,,,
13,Dirección de notificación_7,,,
13,Teléfono de notificación_7,,,
13,Teléfono móvil_7,,,
13,Correo Electrónico_7,,,
13,Teléfono Oficina_7,,,
14,Caso Noticia,999916099166202411569,999916099166202411569,OK
14,Ley de Aplicabilidad,Ley 906,Ley 906,OK
14,Procedimiento Abreviado?,SI,SI,OK
14,Priorizado,NO,NO,OK
14,Tipo Noticia,QUERELLA,QUERELLA,OK
14,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
14,Grado Delito,NINGUNO,NINGUNO,OK
14,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
14,Modalidad,COMPRA,COMPRA,OK
14,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
14,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
14,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
14,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
14,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
14,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
14,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
14,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
14,Estado de la asignación,VIGENTE,VIGENTE,OK
14,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
14,Estado del caso,ACTIVO,ACTIVO,OK
14,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
14,Calidad_1,DENUNCIANTE,,
14,Documento_1,CEDULA DE CIUDADANIA,,
14,Número documento_1,7778347478,,
14,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
14,Departamento de notificación_1,,,
14,Municipio de notificación_1,,,
14,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
14,Teléfono de notificación_1,3997382816,,
14,Teléfono móvil_1,377788992,,
14,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
14,Teléfono Oficina_1,6014569977,,
14,Calidad_2,INDICIADO,,
14,Documento_2,CEDULA DE CIUDADANIA,,
14,Número documento_2,8888738290,,
14,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
14,Departamento de notificación_2,,,
14,Municipio de notificación_2,,,
14,Dirección de notificación_2,CARRERA 78 No. 45-28,,
14,Teléfono de notificación_2,6043280987,,
14,Teléfono móvil_2,3225506549,,
14,Correo Electrónico_2,sssss@hotmail.com,,
14,Teléfono Oficina_2,6012347849,,
14,Calidad_3,TESTIGO,,
14,Documento_3,CEDULA DE CIUDADANIA,,
14,Número documento_3,4444770387,,
14,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
14,Departamento de notificación_3,,,
14,Municipio de notificación_3,,,
14,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
14,Teléfono de notificación_3,6136783425,,
14,Teléfono móvil_3,366634896,,
14,Correo Electrónico_3,zzzz@sert.com.co,,
14,Teléfono Oficina_3,602765893,,
14,Calidad_4,VICTIMA,,
14,Documento_4,CEDULA DE CIUDADANIA,,
14,Número documento_4,3338347478,,
14,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
14,Departamento de notificación_4,,,
14,Municipio de notificación_4,,,
14,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
14,Teléfono de notificación_4,3557382816,,
14,Teléfono móvil_4,389788992,,
14,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
14,Teléfono Oficina_4,6014569999,,
14,Calidad_5,,,
14,Documento_5,,,
14,Número documento_5,,,
14,Nombre_5,,,
14,Departamento de notificación_5,,,
14,Municipio de notificación_5,,,
14,Dirección de notificación_5,,,
14,Teléfono de notificación_5,,,
14,Teléfono móvil_5,,,
14,Correo Electrónico_5,,,
14,Teléfono Oficina_5,,,
14,Calidad_6,,,
14,Documento_6,,,
14,Número documento_6,,,
14,Nombre_6,,,
14,Departamento de notificación_6,,,
14,Municipio de notificación_6,,,
14,Dirección de notificación_6,,,
14,Teléfono de notificación_6,,,
14,Teléfono móvil_6,,,
14,Correo Electrónico_6,,,
14,Teléfono Oficina_6,,,
14,Calidad_7,,,
14,Documento_7,,,
14,Número documento_7,,,
14,Nombre_7,,,
14,Departamento de notificación_7,,,
14,Municipio de notificación_7,,,
14,Dirección de notificación_7,,,
14,Teléfono de notificación_7,,,
14,Teléfono móvil_7,,,
14,Correo Electrónico_7,,,
14,Teléfono Oficina_7,,,
15,Caso Noticia,999916099166202411569,999916099166202411569,OK
15,Ley de Aplicabilidad,Ley 906,Ley 906,OK
15,Procedimiento Abreviado?,SI,SI,OK
15,Priorizado,NO,NO,OK
15,Tipo Noticia,QUERELLA,QUERELLA,OK
15,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
15,Grado Delito,NINGUNO,NINGUNO,OK
15,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
15,Modalidad,COMPRA,COMPRA,OK
15,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
15,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
15,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
15,Relato de los hechos,"¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.","¿Qué viene a denunciar? ESTAFA ART. 246 SE LE ENVIA LINK DE SUIP AL CORREO ELECTRÓNICO DEL USUARIO PARA QUE MEDIANTE AUTOGESTIÓN FINALICE EL REGISTRO DE SU DENUNCIA ¿Cómo le pasó? SE COMPRO LA MOTOCICLETA MARCA HONDA PPP 300 MODELO 2002 CON PLACAS JJJ95F AL SEÑOR CARLOS BARRANQUILLA HERNANDEZ CC 8888738290 DOMICILIADO EN LA CRA 13 NRO 9B 17 BARRIO CARIBE TELEFONO 3225506549, EL DIA 08/12/2027 MOMENTO EN EL CUAL EL SEÑOR ENTREGA CON LA MOTOCICLETA LOS TRASPASOS DE PROPIEDAD FIRMADOS Y AUTENTICADOS POR EL PROPIETARIO MARCOS RODRIGUEZ DIAZ, EL SEÑOR BARRANQUILLA HERNANDEZ RECIBIO LA SUMA DE $416.750.000 ADEMAS DE $828.000 DE LOS GASTOS DEL TRASPASO, $543.000 PARA EL PAGO DEL IMPUESTO AUTOMOTOR DE LA MOTOCICLETA Y $250.000 DESTINADOS PARA EL CAMBIO DE UN REPUESTO DE LA MOTOCICLETA, EN SU MOMENTO EL SEÑOR BARRANQUILLA HERNANDEZ ADUJO QUE EL GARANTIZABA LA PROCEDENCIA DEL VEHICULO YA QUE SIEMPRE HABIA SIDO DE SU PROPIEDAD PERO POSTERIORMENTE FUE SINCERO Y DIJO QUE LA MOTOCICLETA LA HABIA COMPRADO EL 17/11/2027 EN LA CIUDAD DE TUNJA MOMENTO EN QUE REALIZO UNA COMPRAVENTA AUTOTENTICADA POR LA NOTARIA NOVENA DEL CIRCUITO. EL NEGOCIO TUVO LUGAR EN LA CRA 80 CON CALLE 38 AL FRENTE DE LA CLINICA LAS AMERICAS DE LA 80. EL PASADO LUNES 7 DE ENERO EN UN CONTROL POLICIAL SE REVISAN LOS ANTECEDENTES DE LA MOTOCICLETA ENCONTRANDO QUE EL VEHICULO TIENE UN DENUNCIO POR HURTO EN LA FISCALIA 223 SECCIONAL BOGOTA CON NOTICIA CRIMINAL 888816101523202304732 POR LO QUE EL VEHICULO FUE CONDUCIDO A LA ESTACION DE POLICIA DEL MUNICIPIO DE BELLO ANTIOQUIA PARA SER PUESTO A DISPOSICION DE LA AUTORIDAD COMPETENTE, A PESAR DE HABER TRATADO DE LLEGAR A UN ACUERDO CON EL SEÑOR BARRANQUILLA HERNANDEZ NO SE HA PODIDO.",OK
15,Municipio Fiscal,1 - BOGOTÁ,1 - BOGOTÁ,OK
15,Seccional,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,100141 - DIRECCIÓN SECCIONAL DE BOGOTA,OK
15,Unidad de Fiscalía,500141034 - UNIDAD ESTAFAS - BOGOTA,500141034 - UNIDAD ESTAFAS - BOGOTA,OK
15,Despacho,333 - FISCALIA 333,333 - FISCALIA 333,OK
15,Estado de la asignación,VIGENTE,VIGENTE,OK
15,Unidad de Enrutamiento,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,DIRECCIÓN SECCIONAL DE BOGOTÁ-UNIDAD ESTAFAS - BOGOTÁ,OK
15,Estado del caso,ACTIVO,ACTIVO,OK
15,Etapa del caso,QUERELLABLE,QUERELLABLE,OK
15,Calidad_1,DENUNCIANTE,,
15,Documento_1,CEDULA DE CIUDADANIA,,
15,Número documento_1,7778347478,,
15,Nombre_1,ACEVEDO ESTRADA PEDRO MIGUEL Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
15,Departamento de notificación_1,,,
15,Municipio de notificación_1,,,
15,Dirección de notificación_1,CALLE 9 CON CARRERA 13 -56,,
15,Teléfono de notificación_1,3997382816,,
15,Teléfono móvil_1,377788992,,
15,Correo Electrónico_1,ACPMXXX@GMAIL.COM,,
15,Teléfono Oficina_1,6014569977,,
15,Calidad_2,INDICIADO,,
15,Documento_2,CEDULA DE CIUDADANIA,,
15,Número documento_2,8888738290,,
15,Nombre_2,BARRANQUILLA HERNANDEZ CARLOS Departamento de notificación: SANTANDER Municipio de notificación: BUCARAMANGA,,
15,Departamento de notificación_2,,,
15,Municipio de notificación_2,,,
15,Dirección de notificación_2,CARRERA 78 No. 45-28,,
15,Teléfono de notificación_2,6043280987,,
15,Teléfono móvil_2,3225506549,,
15,Correo Electrónico_2,sssss@hotmail.com,,
15,Teléfono Oficina_2,6012347849,,
15,Calidad_3,TESTIGO,,
15,Documento_3,CEDULA DE CIUDADANIA,,
15,Número documento_3,4444770387,,
15,Nombre_3,MESA MOLINA CLAUDI JOHANA Departamento de notificación: QUINDIO Municipio de notificación: ARMENIA,,
15,Departamento de notificación_3,,,
15,Municipio de notificación_3,,,
15,Dirección de notificación_3,DIAGINAL 3 No. 10-28,,
15,Teléfono de notificación_3,6136783425,,
15,Teléfono móvil_3,366634896,,
15,Correo Electrónico_3,zzzz@sert.com.co,,
15,Teléfono Oficina_3,602765893,,
15,Calidad_4,VICTIMA,,
15,Documento_4,CEDULA DE CIUDADANIA,,
15,Número documento_4,3338347478,,
15,Nombre_4,ACEVEDO ESTRADA EMILIA ANDREA Departamento de notificación: TOLIMA Municipio de notificación: IBAGUE,,
15,Departamento de notificación_4,,,
15,Municipio de notificación_4,,,
15,Dirección de notificación_4,CALLE 9 CON CARRERA 13,,
15,Teléfono de notificación_4,3557382816,,
15,Teléfono móvil_4,389788992,,
15,Correo Electrónico_4,PEPEXXX@GMAIL.COM,,
15,Teléfono Oficina_4,6014569999,,
15,Calidad_5,,,
15,Documento_5,,,
15,Número documento_5,,,
15,Nombre_5,,,
15,Departamento de notificación_5,,,
15,Municipio de notificación_5,,,
15,Dirección de notificación_5,,,
15,Teléfono de notificación_5,,,
15,Teléfono móvil_5,,,
15,Correo Electrónico_5,,,
15,Teléfono Oficina_5,,,
15,Calidad_6,,,
15,Documento_6,,,
15,Número documento_6,,,
15,Nombre_6,,,
15,Departamento de notificación_6,,,
15,Municipio de notificación_6,,,
15,Dirección de notificación_6,,,
15,Teléfono de notificación_6,,,
15,Teléfono móvil_6,,,
15,Correo Electrónico_6,,,
15,Teléfono Oficina_6,,,
15,Calidad_7,,,
15,Documento_7,,,
15,Número documento_7,,,
15,Nombre_7,,,
15,Departamento de notificación_7,,,
15,Municipio de notificación_7,,,
15,Dirección de notificación_7,,,
15,Teléfono de notificación_7,,,
15,Teléfono móvil_7,,,
15,Correo Electrónico_7,,,
15,Teléfono Oficina_7,,,
16,Caso Noticia,999916099166202411569,999916099166202411569,OK
16,Ley de Aplicabilidad,Ley 906,Ley 906,OK
16,Procedimiento Abreviado?,SI,SI,OK
16,Priorizado,NO,NO,OK
16,Tipo Noticia,QUERELLA,QUERELLA,OK
16,Delito,ESTAFA. ART. 246 C.P. MENOR CUANTIA,ESTAFA. ART. 246 C.P. MENOR CUANTIA,OK
16,Grado Delito,NINGUNO,NINGUNO,OK
16,Caracterización,BIENES MUEBLES,BIENES MUEBLES,OK
16,Modalidad,COMPRA,COMPRA,OK
16,Modo,PERSONAL SUPLANTACIÓN,PERSONAL SUPLANTACIÓN,OK
16,Fecha de los Hechos,08/12/2027 05:23:00,08/12/2027 05:23:00,OK
16,Lugar de los hechos,05001 CALLE 5 No. 72-30 BOGOTÁ,05001 CALLE 5 No. 72-30 BOGOTÁ,OK
